Genero;Vehiculo;Propiedad;Hijos;Ingresos_Anuales;Categoria_Ingresos;Nivel_Educacion;Estado Civil;Tipo_Vivienda;Edad;Empleo;Tamano_Familia;Estado
M;Y;Y; - ; 135.000 ;Working;Secondary / secondary special;Married;With parents;45;N; 2 ;6
M;Y;Y; - ; 135.000 ;Working;Secondary / secondary special;Married;With parents;45;N; 2 ;6
M;Y;Y; - ; 135.000 ;Working;Secondary / secondary special;Married;With parents;45;N; 2 ;0
M;Y;Y; - ; 135.000 ;Working;Secondary / secondary special;Married;With parents;45;N; 2 ;6
M;Y;N; 1 ; 180.000 ;Working;Secondary / secondary special;Married;Rented apartment;37;N; 3 ;6
F;Y;Y; - ; 270.000 ;Working;Higher education;Married;House / apartment;44;N; 2 ;6
F;N;Y; - ; 112.500 ;Working;Secondary / secondary special;Separated;House / apartment;54;N; 1 ;7
M;Y;Y; - ; 265.500 ;Working;Secondary / secondary special;Married;House / apartment;43;N; 2 ;0
F;N;Y; - ; 135.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;60;Y; 1 ;6
F;N;Y; - ; 135.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;60;Y; 1 ;6
F;N;Y; - ; 135.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;60;Y; 1 ;6
F;N;Y; - ; 135.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;60;Y; 1 ;0
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;0
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;6
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;6
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;0
F;Y;Y; - ; 247.500 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;0
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Separated;House / apartment;65;Y; 1 ;6
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Separated;House / apartment;65;Y; 1 ;6
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Separated;House / apartment;65;Y; 1 ;7
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Separated;House / apartment;65;Y; 1 ;6
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Separated;House / apartment;65;Y; 1 ;6
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Separated;House / apartment;65;Y; 1 ;7
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;0
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;6
F;N;Y; - ; 112.500 ;State servant;Secondary / secondary special;Civil marriage;House / apartment;51;N; 2 ;0
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;7
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;6
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;7
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;7
M;Y;Y; 1 ; 189.000 ;Working;Incomplete higher;Married;House / apartment;42;N; 3 ;7
F;N;Y; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;60;Y; 2 ;7
F;N;Y; - ; 216.000 ;Pensioner;Secondary / secondary special;Widow;House / apartment;63;Y; 1 ;7
M;Y;Y; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;34;N; 3 ;0
M;Y;Y; 1 ; 225.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;34;N; 3 ;6
M;Y;Y; 1 ; 135.000 ;Pensioner;Secondary / secondary special;Single / not married;House / apartment;56;Y; 2 ;7
F;N;Y; 2 ; 225.000 ;Working;Higher education;Married;House / apartment;38;N; 4 ;0
M;Y;Y; - ; 225.000 ;State servant;Secondary / secondary special;Married;House / apartment;38;N; 2 ;7
F;N;Y; - ; 81.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;59;Y; 2 ;7
F;N;Y; - ; 81.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;59;Y; 2 ;6
F;N;Y; - ; 81.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;59;Y; 2 ;0
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;6
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;7
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;7
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;0
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;7
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;6
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;7
F;Y;Y; 2 ; 180.000 ;Working;Higher education;Single / not married;Municipal apartment;29;N; 3 ;7
M;N;Y; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;52;N; 2 ;0
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;6
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;7
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;0
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;0
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;7
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;0
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;6
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;7
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;6
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;0
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;0
F;Y;Y; - ; 126.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;51;N; 1 ;0
M;Y;Y; 2 ; 270.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;45;N; 4 ;7
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;0
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;6
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;6
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;0
F;N;Y; - ; 193.500 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
F;N;N; 1 ; 405.000 ;Working;Higher education;Married;With parents;49;N; 3 ;7
F;N;N; 1 ; 405.000 ;Working;Higher education;Married;With parents;49;N; 3 ;6
F;N;N; 1 ; 405.000 ;Working;Higher education;Married;With parents;49;N; 3 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Municipal apartment;50;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Municipal apartment;50;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Municipal apartment;50;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Municipal apartment;50;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Municipal apartment;50;N; 2 ;7
M;N;N; - ; 202.500 ;Working;Secondary / secondary special;Married;Municipal apartment;50;N; 2 ;7
M;Y;Y; 1 ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 3 ;6
M;Y;N; 2 ; 270.000 ;Commercial associate;Higher education;Married;House / apartment;35;N; 4 ;7
M;Y;N; 2 ; 270.000 ;Commercial associate;Higher education;Married;House / apartment;35;N; 4 ;7
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;6
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;0
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;7
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;6
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;0
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;6
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;6
F;N;Y; - ; 180.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;64;Y; 2 ;6
M;Y;Y; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 3 ;6
M;Y;Y; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 3 ;6
M;Y;Y; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 3 ;6
M;Y;Y; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 3 ;6
M;Y;Y; 1 ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;29;N; 3 ;0
F;N;Y; 1 ; 67.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;6
F;N;Y; 1 ; 67.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;0
F;N;Y; 1 ; 67.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;7
F;N;Y; 1 ; 67.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;6
F;N;Y; 1 ; 67.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;33;N; 3 ;6
M;Y;N; - ; 180.000 ;Working;Higher education;Married;With parents;32;N; 2 ;6
F;N;Y; 1 ; 85.500 ;Working;Secondary / secondary special;Separated;House / apartment;42;N; 2 ;6
F;N;Y; - ; 144.000 ;State servant;Higher education;Married;House / apartment;52;N; 2 ;6
F;N;Y; - ; 144.000 ;State servant;Higher education;Married;House / apartment;52;N; 2 ;0
F;N;Y; - ; 144.000 ;State servant;Higher education;Married;House / apartment;52;N; 2 ;6
F;N;Y; - ; 144.000 ;State servant;Higher education;Married;House / apartment;52;N; 2 ;0
F;N;Y; - ; 238.500 ;Working;Higher education;Married;House / apartment;47;N; 2 ;6
F;N;Y; - ; 117.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;66;Y; 1 ;0
F;N;Y; - ; 117.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;66;Y; 1 ;0
F;N;Y; 1 ; 112.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;41;N; 3 ;7
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;7
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;43;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;7
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;6
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;0
F;N;Y; 1 ; 225.000 ;State servant;Secondary / secondary special;Single / not married;House / apartment;44;N; 2 ;1
M;N;Y; - ; 360.000 ;Working;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;0
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
F;N;Y; - ; 157.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;7
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;0
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;7
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;7
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;7
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;0
F;N;Y; - ; 270.000 ;Commercial associate;Higher education;Single / not married;House / apartment;39;N; 1 ;6
M;Y;Y; 1 ; 171.000 ;Commercial associate;Incomplete higher;Married;House / apartment;40;N; 3 ;6
M;Y;Y; 1 ; 171.000 ;Commercial associate;Incomplete higher;Married;House / apartment;40;N; 3 ;6
F;N;Y; - ; 90.000 ;Pensioner;Secondary / secondary special;Separated;House / apartment;59;Y; 1 ;7
M;Y;Y; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;67;Y; 2 ;6
F;N;Y; - ; 162.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;60;N; 2 ;6
F;Y;Y; - ; 180.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;47;N; 2 ;6
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;6
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;0
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;0
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;0
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;6
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;6
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;6
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; 1 ; 337.500 ;Commercial associate;Higher education;Single / not married;House / apartment;40;N; 2 ;7
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;7
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;N;Y; 3 ; 112.500 ;Working;Secondary / secondary special;Widow;House / apartment;45;N; 4 ;6
F;Y;N; - ; 157.500 ;Pensioner;Secondary / secondary special;Single / not married;House / apartment;58;Y; 1 ;0
F;Y;N; - ; 157.500 ;Pensioner;Secondary / secondary special;Single / not married;House / apartment;58;Y; 1 ;6
F;Y;N; - ; 157.500 ;Pensioner;Secondary / secondary special;Single / not married;House / apartment;58;Y; 1 ;6
F;Y;Y; - ; 405.000 ;Working;Incomplete higher;Civil marriage;House / apartment;34;N; 2 ;7
F;Y;Y; - ; 405.000 ;Working;Incomplete higher;Civil marriage;House / apartment;34;N; 2 ;6
F;N;Y; 1 ; 166.500 ;Commercial associate;Higher education;Single / not married;House / apartment;35;N; 2 ;7
F;N;Y; 1 ; 166.500 ;Commercial associate;Higher education;Single / not married;House / apartment;35;N; 2 ;7
F;N;Y; 1 ; 166.500 ;Commercial associate;Higher education;Single / not married;House / apartment;35;N; 2 ;7
F;N;Y; 1 ; 166.500 ;Commercial associate;Higher education;Single / not married;House / apartment;35;N; 2 ;0
F;N;Y; 1 ; 166.500 ;Commercial associate;Higher education;Single / not married;House / apartment;35;N; 2 ;7
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;56;Y; 2 ;6
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;56;Y; 2 ;6
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;56;Y; 2 ;6
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;56;Y; 2 ;6
M;N;Y; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;35;N; 2 ;0
F;N;Y; - ; 90.000 ;Pensioner;Secondary / secondary special;Widow;House / apartment;61;Y; 1 ;6
F;N;Y; - ; 112.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;65;Y; 2 ;0
M;Y;Y; 1 ; 180.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;45;N; 3 ;0
F;Y;Y; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 3 ;6
F;N;N; - ; 99.000 ;State servant;Incomplete higher;Single / not married;House / apartment;23;N; 1 ;6
F;N;Y; - ; 243.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;27;Y; 2 ;6
F;Y;Y; 1 ; 112.500 ;Working;Higher education;Married;House / apartment;25;N; 3 ;0
F;Y;Y; - ; 382.500 ;Commercial associate;Secondary / secondary special;Married;House / apartment;28;N; 2 ;7
M;N;Y; 3 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;35;N; 5 ;7
M;N;Y; 3 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;35;N; 5 ;6
M;N;Y; 3 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;35;N; 5 ;0
F;N;N; 2 ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;38;N; 4 ;7
M;Y;Y; - ; 292.500 ;State servant;Higher education;Married;House / apartment;35;N; 2 ;6
F;N;Y; - ; 315.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
F;Y;N; - ; 225.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;56;Y; 2 ;7
F;Y;N; - ; 225.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;56;Y; 2 ;0
F;Y;Y; 1 ; 135.000 ;Working;Secondary / secondary special;Married;With parents;29;N; 3 ;6
M;Y;Y; - ; 166.500 ;Working;Secondary / secondary special;Married;House / apartment;47;N; 2 ;6
F;N;Y; 2 ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;31;N; 4 ;0
M;Y;N; 1 ; 270.000 ;Working;Secondary / secondary special;Married;Municipal apartment;27;N; 3 ;0
F;Y;Y; - ; 247.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;32;N; 2 ;6
F;Y;Y; - ; 247.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;32;N; 2 ;0
F;N;N; 1 ; 112.500 ;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;42;N; 3 ;0
F;N;Y; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;Y; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;55;N; 2 ;6
F;N;N; - ; 364.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;47;N; 2 ;6
F;N;N; - ; 364.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;47;N; 2 ;0
F;N;Y; - ; 76.500 ;Working;Secondary / secondary special;Married;House / apartment;50;N; 2 ;0
F;N;Y; - ; 76.500 ;Working;Secondary / secondary special;Married;House / apartment;50;N; 2 ;0
F;N;Y; - ; 153.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;6
F;N;Y; - ; 153.000 ;Working;Secondary / secondary special;Married;House / apartment;32;N; 2 ;6
M;Y;Y; 2 ; 225.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;41;N; 4 ;7
M;Y;Y; 2 ; 225.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;41;N; 4 ;7
F;N;N; - ; 144.000 ;Working;Secondary / secondary special;Married;House / apartment;44;N; 2 ;7
F;Y;Y; - ; 247.500 ;Working;Higher education;Married;House / apartment;39;N; 2 ;0
F;N;Y; - ; 220.500 ;Commercial associate;Incomplete higher;Married;House / apartment;28;N; 2 ;0
F;N;Y; - ; 121.500 ;Pensioner;Secondary / secondary special;Married;House / apartment;65;Y; 2 ;0
F;N;Y; - ; 180.000 ;Pensioner;Higher education;Married;House / apartment;58;Y; 2 ;7
